GAME_DATE_EST,HOME_TEAM_NAME,VISITOR_TEAM_NAME,PTS_home,PTS_away,HOME_TEAM_WINS,MARKET_PROB_home,MARKET_PROB_away,prob_margin,correct,league,accepted,STATUS
2026-02-23,Harem Spor,Balikesir,82,76,1,0.787659,0.212341,0.287659,1,turkey_tbl,1,finished
2026-02-22,Bordo Sportif,OGM Ormanspor,83,77,1,0.760396,0.239604,0.260396,1,turkey_tbl,1,finished
2026-02-22,CO Basket,Kocaeli BŞB Kağıtspor,81,69,1,0.633166,0.366834,0.133166,1,turkey_tbl,1,finished
2026-02-22,Konya BBSK,Kipas Istiklal,94,68,1,0.75,0.25,0.25,1,turkey_tbl,1,finished
2026-02-21,Cayirova,Fenerbahce 2,93,86,1,0.859396,0.140604,0.359396,1,turkey_tbl,1,finished
2026-02-21,Final Spor,Darussafaka,62,86,0,0.640199,0.359801,0.140199,0,turkey_tbl,1,finished
2026-02-21,Goztepe,iLab Basketbol,60,66,0,0.650485,0.349515,0.150485,0,turkey_tbl,1,finished
2026-02-20,MKE Ankaragucu,Ankara Kolejliler,85,98,0,0.345588,0.654412,0.154412,1,turkey_tbl,1,finished
2026-02-16,Darussafaka,Goztepe,64,80,0,0.51752,0.48248,0.01752,0,turkey_tbl,1,finished
2026-02-15,Ankara Kolejliler,Final Spor,70,63,1,0.697941,0.302059,0.197941,1,turkey_tbl,1,finished
2026-02-15,Kipas Istiklal,Harem Spor,84,83,1,0.512195,0.487805,0.012195,1,turkey_tbl,1,finished
2026-02-15,Kocaeli BŞB Kağıtspor,MKE Ankaragucu,82,69,1,0.590551,0.409449,0.090551,1,turkey_tbl,1,finished
2026-02-14,Balikesir,Cayirova,82,99,0,0.169725,0.830275,0.330275,1,turkey_tbl,1,finished
2026-02-14,Fenerbahce 2,Bordo Sportif,80,75,1,0.209677,0.790323,0.290323,0,turkey_tbl,1,finished
2026-02-14,Gaziantep,CO Basket,70,57,1,0.858081,0.141919,0.358081,1,turkey_tbl,1,finished
2026-02-14,iLab Basketbol,Konya BBSK,84,77,1,0.379747,0.620253,0.120253,0,turkey_tbl,1,finished
2026-02-09,Cayirova,Bordo Sportif,72,70,1,0.613811,0.386189,0.113811,1,turkey_tbl,1,finished
2026-02-09,Goztepe,Ankara Kolejliler,72,78,0,0.55615,0.44385,0.05615,0,turkey_tbl,1,finished
2026-02-09,Konya BBSK,Darussafaka,84,55,1,0.769376,0.230624,0.269376,1,turkey_tbl,1,finished
2026-02-09,MKE Ankaragucu,Gaziantep,72,87,0,0.162996,0.837004,0.337004,1,turkey_tbl,1,finished
2026-02-08,Balikesir,Kipas Istiklal,77,81,0,0.536388,0.463612,0.036388,0,turkey_tbl,1,finished
2026-02-08,CO Basket,OGM Ormanspor,92,80,1,0.42328,0.57672,0.07672,0,turkey_tbl,1,finished
2026-02-08,Final Spor,Kocaeli BŞB Kağıtspor,77,65,1,0.578947,0.421053,0.078947,1,turkey_tbl,1,finished
2026-02-08,Harem Spor,iLab Basketbol,95,86,1,0.724138,0.275862,0.224138,1,turkey_tbl,1,finished
2026-02-05,Ankara Kolejliler,Konya BBSK,96,83,1,0.396373,0.603627,0.103627,0,turkey_tbl,1,finished
2026-02-05,Fenerbahce 2,CO Basket,89,72,1,0.497283,0.502717,0.002717,0,turkey_tbl,1,finished
2026-02-05,Kocaeli BŞB Kağıtspor,Goztepe,91,82,1,0.418421,0.581579,0.081579,0,turkey_tbl,1,finished
2026-02-04,Darussafaka,Harem Spor,72,79,0,0.497283,0.502717,0.002717,1,turkey_tbl,1,finished
2026-02-04,Gaziantep,Final Spor,86,65,1,0.862291,0.137709,0.362291,1,turkey_tbl,1,finished
2026-02-04,OGM Ormanspor,MKE Ankaragucu,84,71,1,0.756,0.244,0.256,1,turkey_tbl,1,finished
2026-02-03,iLab Basketbol,Balikesir,93,69,1,0.618926,0.381074,0.118926,1,turkey_tbl,1,finished
2026-02-03,Kipas Istiklal,Cayirova,75,92,0,0.263713,0.736287,0.236287,1,turkey_tbl,1,finished
2026-02-01,Konya BBSK,Kocaeli BŞB Kağıtspor,77,71,1,0.832579,0.167421,0.332579,1,turkey_tbl,1,finished
2026-02-01,MKE Ankaragucu,Fenerbahce 2,72,75,0,0.575597,0.424403,0.075597,0,turkey_tbl,1,finished
2026-01-31,Balikesir,Darussafaka,86,76,1,0.582677,0.417323,0.082677,1,turkey_tbl,1,finished
2026-01-31,CO Basket,Bordo Sportif,75,64,1,0.171032,0.828968,0.328968,0,turkey_tbl,1,finished
2026-01-31,Final Spor,OGM Ormanspor,77,82,0,0.390181,0.609819,0.109819,1,turkey_tbl,1,finished
2026-01-31,Goztepe,Gaziantep,65,77,0,0.296629,0.703371,0.203371,1,turkey_tbl,1,finished
2026-01-30,Harem Spor,Ankara Kolejliler,87,81,1,0.497283,0.502717,0.002717,0,turkey_tbl,1,finished
2026-01-30,Kipas Istiklal,iLab Basketbol,89,83,1,0.589005,0.410995,0.089005,1,turkey_tbl,1,finished
2026-01-26,Gaziantep,Konya BBSK,81,71,1,0.653563,0.346437,0.153563,1,turkey_tbl,1,finished
2026-01-26,iLab Basketbol,Cayirova,67,97,0,0.263158,0.736842,0.236842,1,turkey_tbl,1,finished
2026-01-25,Ankara Kolejliler,Balikesir,81,89,0,0.830275,0.169725,0.330275,0,turkey_tbl,1,finished
2026-01-25,Bordo Sportif,MKE Ankaragucu,81,67,1,0.894033,0.105967,0.394033,1,turkey_tbl,1,finished
2026-01-24,Darussafaka,Kipas Istiklal,84,76,1,0.397403,0.602597,0.102597,0,turkey_tbl,1,finished
2026-01-24,Fenerbahce 2,Final Spor,74,56,1,0.60567,0.39433,0.10567,1,turkey_tbl,1,finished
2026-01-24,OGM Ormanspor,Goztepe,91,90,1,0.636591,0.363409,0.136591,1,turkey_tbl,1,finished
2026-01-11,Final Spor,Bordo Sportif,63,90,0,0.257261,0.742739,0.242739,1,turkey_tbl,1,finished
2026-01-10,Cayirova,CO Basket,83,92,0,0.860131,0.139869,0.360131,0,turkey_tbl,1,finished
2026-01-10,iLab Basketbol,Darussafaka,85,77,1,0.647059,0.352941,0.147059,1,turkey_tbl,1,finished
2026-01-09,Goztepe,Fenerbahce 2,95,79,1,0.663438,0.336562,0.163438,1,turkey_tbl,1,finished
2026-01-09,Harem Spor,Gaziantep,83,87,0,0.303653,0.696347,0.196347,1,turkey_tbl,1,finished
2026-01-09,Kipas Istiklal,Ankara Kolejliler,89,84,1,0.446524,0.553476,0.053476,0,turkey_tbl,1,finished
2026-01-09,Konya BBSK,OGM Ormanspor,81,70,1,0.67381,0.32619,0.17381,1,turkey_tbl,1,finished
2026-01-05,Bordo Sportif,Goztepe,103,67,1,0.791444,0.208556,0.291444,1,turkey_tbl,1,finished
2026-01-04,CO Basket,MKE Ankaragucu,107,83,1,0.517615,0.482385,0.017615,1,turkey_tbl,1,finished
2026-01-04,Gaziantep,Balikesir,89,75,1,0.907104,0.092896,0.407104,1,turkey_tbl,1,finished
2026-01-04,Kocaeli BŞB Kağıtspor,Kipas Istiklal,80,79,1,0.527027,0.472973,0.027027,1,turkey_tbl,1,finished
2026-01-03,Ankara Kolejliler,iLab Basketbol,93,83,1,0.706935,0.293065,0.206935,1,turkey_tbl,1,finished
2026-01-03,Fenerbahce 2,Konya BBSK,94,98,0,0.327751,0.672249,0.172249,1,turkey_tbl,1,finished
2026-01-03,OGM Ormanspor,Harem Spor,81,77,1,0.682353,0.317647,0.182353,1,turkey_tbl,1,finished
2026-01-02,Darussafaka,Cayirova,69,82,0,0.253061,0.746939,0.246939,1,turkey_tbl,1,finished
2025-12-29,Kocaeli BŞB Kağıtspor,iLab Basketbol,79,89,0,0.44385,0.55615,0.05615,1,turkey_tbl,1,finished
2025-12-28,Bordo Sportif,Konya BBSK,85,83,1,0.709534,0.290466,0.209534,1,turkey_tbl,1,finished
2025-12-28,CO Basket,Final Spor,74,77,0,0.469003,0.530997,0.030997,1,turkey_tbl,1,finished
2025-12-28,Fenerbahce 2,Harem Spor,85,92,0,0.481081,0.518919,0.018919,1,turkey_tbl,1,finished
2025-12-28,Gaziantep,Kipas Istiklal,84,58,1,0.838235,0.161765,0.338235,1,turkey_tbl,1,finished
2025-12-27,Cayirova,MKE Ankaragucu,96,72,1,0.864557,0.135443,0.364557,1,turkey_tbl,1,finished
2025-12-27,OGM Ormanspor,Balikesir,84,63,1,0.831563,0.168437,0.331563,1,turkey_tbl,1,finished
2025-12-26,Ankara Kolejliler,Darussafaka,81,67,1,0.786106,0.213894,0.286106,1,turkey_tbl,1,finished
2025-12-22,Final Spor,MKE Ankaragucu,69,80,0,0.636591,0.363409,0.136591,0,turkey_tbl,1,finished
2025-12-22,Goztepe,CO Basket,83,72,1,0.783088,0.216912,0.283088,1,turkey_tbl,1,finished
2025-12-22,iLab Basketbol,Gaziantep,77,80,0,0.236791,0.763209,0.263209,1,turkey_tbl,1,finished
2025-12-21,Ankara Kolejliler,Cayirova,87,86,1,0.32304,0.67696,0.17696,0,turkey_tbl,1,finished
2025-12-21,Balikesir,Fenerbahce 2,72,88,0,0.445333,0.554667,0.054667,1,turkey_tbl,1,finished
2025-12-21,Darussafaka,Kocaeli BŞB Kağıtspor,67,65,1,0.55,0.45,0.05,1,turkey_tbl,1,finished
2025-12-21,Harem Spor,Bordo Sportif,63,86,0,0.292135,0.707865,0.207865,1,turkey_tbl,1,finished
2025-12-21,Kipas Istiklal,OGM Ormanspor,65,96,0,0.516304,0.483696,0.016304,0,turkey_tbl,1,finished
2025-12-18,CO Basket,Konya BBSK,86,96,0,0.210432,0.789568,0.289568,1,turkey_tbl,1,finished
2025-12-18,Fenerbahce 2,Kipas Istiklal,94,89,1,0.48913,0.51087,0.01087,0,turkey_tbl,1,finished
2025-12-18,MKE Ankaragucu,Goztepe,84,64,1,0.395349,0.604651,0.104651,0,turkey_tbl,1,finished
2025-12-17,Bordo Sportif,Balikesir,75,58,1,0.838946,0.161054,0.338946,1,turkey_tbl,1,finished
2025-12-17,Cayirova,Final Spor,87,81,1,0.848527,0.151473,0.348527,1,turkey_tbl,1,finished
2025-12-17,Gaziantep,Darussafaka,80,74,1,0.871981,0.128019,0.371981,1,turkey_tbl,1,finished
2025-12-16,Kocaeli BŞB Kağıtspor,Ankara Kolejliler,63,84,0,0.451613,0.548387,0.048387,1,turkey_tbl,1,finished
2025-12-16,OGM Ormanspor,iLab Basketbol,78,70,1,0.653563,0.346437,0.153563,1,turkey_tbl,1,finished
2025-12-14,Harem Spor,CO Basket,87,66,1,0.717439,0.282561,0.217439,1,turkey_tbl,1,finished
2025-12-14,Kipas Istiklal,Bordo Sportif,75,99,0,0.4047,0.5953,0.0953,1,turkey_tbl,1,finished
2025-12-14,Konya BBSK,MKE Ankaragucu,86,70,1,0.845827,0.154173,0.345827,1,turkey_tbl,1,finished
2025-12-13,Darussafaka,OGM Ormanspor,80,88,0,0.521505,0.478495,0.021505,0,turkey_tbl,1,finished
2025-12-13,iLab Basketbol,Fenerbahce 2,90,93,0,0.6618,0.3382,0.1618,0,turkey_tbl,1,finished
2025-12-12,Ankara Kolejliler,Gaziantep,72,79,0,0.3382,0.6618,0.1618,1,turkey_tbl,1,finished
2025-12-12,Goztepe,Final Spor,67,63,1,0.737395,0.262605,0.237395,1,turkey_tbl,1,finished
2025-12-11,Balikesir,MKE Ankaragucu,68,74,0,0.626904,0.373096,0.126904,0,turkey_tbl,1,finished
2025-12-08,Bordo Sportif,iLab Basketbol,80,71,1,0.84384,0.15616,0.34384,1,turkey_tbl,1,finished
2025-12-07,CO Basket,Balikesir,78,79,0,0.676123,0.323877,0.176123,0,turkey_tbl,1,finished
2025-12-07,Final Spor,Konya BBSK,72,83,0,0.305747,0.694253,0.194253,1,turkey_tbl,1,finished
2025-12-07,MKE Ankaragucu,Harem Spor,78,92,0,0.552279,0.447721,0.052279,0,turkey_tbl,1,finished
2025-12-06,Cayirova,Goztepe,87,78,1,0.76699,0.23301,0.26699,1,turkey_tbl,1,finished
2025-12-06,Fenerbahce 2,Darussafaka,95,92,1,0.494565,0.505435,0.005435,0,turkey_tbl,1,finished
2025-12-05,Gaziantep,Kocaeli BŞB Kağıtspor,79,67,1,0.806452,0.193548,0.306452,1,turkey_tbl,1,finished
2025-12-02,iLab Basketbol,MKE Ankaragucu,79,71,1,0.663697,0.336303,0.163697,1,turkey_tbl,1,finished
2025-11-30,Gaziantep,Cayirova,95,73,1,0.408377,0.591623,0.091623,0,turkey_tbl,1,finished
2025-11-30,Konya BBSK,Goztepe,58,65,0,0.609254,0.390746,0.109254,0,turkey_tbl,1,finished
2025-11-29,Ankara Kolejliler,Fenerbahce 2,81,80,1,0.67381,0.32619,0.17381,1,turkey_tbl,1,finished
2025-11-29,Darussafaka,Bordo Sportif,59,74,0,0.281659,0.718341,0.218341,1,turkey_tbl,1,finished
2025-11-29,Kipas Istiklal,CO Basket,97,81,1,0.681604,0.318396,0.181604,1,turkey_tbl,1,finished
2025-11-28,Kocaeli BŞB Kağıtspor,OGM Ormanspor,67,74,0,0.444149,0.555851,0.055851,1,turkey_tbl,1,finished
2025-11-24,CO Basket,iLab Basketbol,83,79,1,0.56117,0.43883,0.06117,1,turkey_tbl,1,finished
2025-11-23,Bordo Sportif,Ankara Kolejliler,83,69,1,0.729211,0.270789,0.229211,1,turkey_tbl,1,finished
2025-11-22,Cayirova,Konya BBSK,70,72,0,0.746421,0.253579,0.246421,0,turkey_tbl,1,finished
2025-11-22,Fenerbahce 2,Kocaeli BŞB Kağıtspor,100,92,1,0.465054,0.534946,0.034946,0,turkey_tbl,1,finished
2025-11-22,Final Spor,Balikesir,71,56,1,0.534946,0.465054,0.034946,1,turkey_tbl,1,finished
2025-11-22,Goztepe,Harem Spor,75,70,1,0.723542,0.276458,0.223542,1,turkey_tbl,1,finished
2025-11-21,MKE Ankaragucu,Kipas Istiklal,68,85,0,0.544236,0.455764,0.044236,0,turkey_tbl,1,finished
2025-11-17,Darussafaka,CO Basket,96,83,1,0.602067,0.397933,0.102067,1,turkey_tbl,1,finished
2025-11-16,Balikesir,Goztepe,65,80,0,0.48248,0.51752,0.01752,1,turkey_tbl,1,finished
2025-11-16,Harem Spor,Konya BBSK,74,86,0,0.356436,0.643564,0.143564,1,turkey_tbl,1,finished
2025-11-16,OGM Ormanspor,Cayirova,72,79,0,0.269639,0.730361,0.230361,1,turkey_tbl,1,finished
2025-11-15,Kipas Istiklal,Final Spor,67,70,0,0.661836,0.338164,0.161836,0,turkey_tbl,1,finished
2025-11-15,Kocaeli BŞB Kağıtspor,Bordo Sportif,61,82,0,0.260417,0.739583,0.239583,1,turkey_tbl,1,finished
2025-11-14,Gaziantep,Fenerbahce 2,90,79,1,0.86352,0.13648,0.36352,1,turkey_tbl,1,finished
2025-11-10,Cayirova,Harem Spor,86,80,1,0.880682,0.119318,0.380682,1,turkey_tbl,1,finished
2025-11-09,Bordo Sportif,Gaziantep,89,70,1,0.528302,0.471698,0.028302,1,turkey_tbl,1,finished
2025-11-09,Fenerbahce 2,OGM Ormanspor,97,84,1,0.351351,0.648649,0.148649,0,turkey_tbl,1,finished
2025-11-09,Final Spor,iLab Basketbol,91,72,1,0.590078,0.409922,0.090078,1,turkey_tbl,1,finished
2025-11-08,CO Basket,Ankara Kolejliler,94,85,1,0.386189,0.613811,0.113811,0,turkey_tbl,1,finished
2025-11-08,Goztepe,Kipas Istiklal,77,72,1,0.708889,0.291111,0.208889,1,turkey_tbl,1,finished
2025-11-08,MKE Ankaragucu,Darussafaka,79,73,1,0.422572,0.577428,0.077428,0,turkey_tbl,1,finished
2025-11-07,Konya BBSK,Balikesir,78,56,1,0.804089,0.195911,0.304089,1,turkey_tbl,1,finished
2025-11-03,iLab Basketbol,Goztepe,85,87,0,0.466488,0.533512,0.033512,1,turkey_tbl,1,finished
2025-11-02,OGM Ormanspor,Bordo Sportif,71,64,1,0.330935,0.669065,0.169065,0,turkey_tbl,1,finished
2025-11-01,Darussafaka,Final Spor,97,85,1,0.657767,0.342233,0.157767,1,turkey_tbl,1,finished
2025-11-01,Fenerbahce 2,Cayirova,73,100,0,0.15461,0.84539,0.34539,1,turkey_tbl,1,finished
2025-11-01,Kipas Istiklal,Konya BBSK,72,71,1,0.277657,0.722343,0.222343,0,turkey_tbl,1,finished
2025-11-01,Kocaeli BŞB Kağıtspor,CO Basket,93,78,1,0.501355,0.498645,0.001355,1,turkey_tbl,1,finished
2025-10-31,Ankara Kolejliler,MKE Ankaragucu,78,69,1,0.701124,0.298876,0.201124,1,turkey_tbl,1,finished
2025-10-27,CO Basket,Gaziantep,76,81,0,0.245473,0.754527,0.254527,1,turkey_tbl,1,finished
2025-10-26,Bordo Sportif,Fenerbahce 2,71,61,1,0.858081,0.141919,0.358081,1,turkey_tbl,1,finished
2025-10-26,Konya BBSK,iLab Basketbol,81,77,1,0.878753,0.121247,0.378753,1,turkey_tbl,1,finished
2025-10-26,MKE Ankaragucu,Kocaeli BŞB Kağıtspor,82,73,1,0.590078,0.409922,0.090078,1,turkey_tbl,1,finished
2025-10-25,Cayirova,Balikesir,99,70,1,0.870732,0.129268,0.370732,1,turkey_tbl,1,finished
2025-10-25,Goztepe,Darussafaka,73,77,0,0.699317,0.300683,0.199317,0,turkey_tbl,1,finished
2025-10-25,Harem Spor,Kipas Istiklal,86,76,1,0.497297,0.502703,0.002703,0,turkey_tbl,1,finished
2025-10-24,Final Spor,Ankara Kolejliler,75,72,1,0.475806,0.524194,0.024194,0,turkey_tbl,1,finished
2025-10-20,Bordo Sportif,Cayirova,63,77,0,0.449198,0.550802,0.050802,1,turkey_tbl,1,finished
2025-10-20,Gaziantep,MKE Ankaragucu,102,73,1,0.837004,0.162996,0.337004,1,turkey_tbl,1,finished
2025-10-20,Kipas Istiklal,Balikesir,70,83,0,0.826893,0.173107,0.326893,0,turkey_tbl,1,finished
2025-10-19,Ankara Kolejliler,Goztepe,86,87,0,0.47043,0.52957,0.02957,1,turkey_tbl,1,finished
2025-10-19,Darussafaka,Konya BBSK,69,94,0,0.432361,0.567639,0.067639,1,turkey_tbl,1,finished
2025-10-19,iLab Basketbol,Harem Spor,93,89,1,0.509434,0.490566,0.009434,1,turkey_tbl,1,finished
2025-10-19,Kocaeli BŞB Kağıtspor,Final Spor,85,80,1,0.563492,0.436508,0.063492,1,turkey_tbl,1,finished
2025-10-18,OGM Ormanspor,CO Basket,96,85,1,0.568783,0.431217,0.068783,1,turkey_tbl,1,finished
2025-10-16,Balikesir,iLab Basketbol,78,82,0,0.526077,0.473923,0.026077,0,turkey_tbl,1,finished
2025-10-16,Final Spor,Gaziantep,77,112,0,0.291759,0.708241,0.208241,1,turkey_tbl,1,finished
2025-10-16,Goztepe,Kocaeli BŞB Kağıtspor,85,66,1,0.676674,0.323326,0.176674,1,turkey_tbl,1,finished
2025-10-16,Harem Spor,Darussafaka,70,86,0,0.552,0.448,0.052,0,turkey_tbl,1,finished
2025-10-15,Cayirova,Kipas Istiklal,90,86,1,0.813115,0.186885,0.313115,1,turkey_tbl,1,finished
2025-10-15,CO Basket,Fenerbahce 2,86,56,1,0.629723,0.370277,0.129723,1,turkey_tbl,1,finished
2025-10-15,Konya BBSK,Ankara Kolejliler,85,74,1,0.704955,0.295045,0.204955,1,turkey_tbl,1,finished
2025-10-14,MKE Ankaragucu,OGM Ormanspor,91,95,0,0.343066,0.656934,0.156934,1,turkey_tbl,1,finished
2025-10-12,Ankara Kolejliler,Harem Spor,74,82,0,0.702703,0.297297,0.202703,0,turkey_tbl,1,finished
2025-10-12,Darussafaka,Balikesir,84,71,1,0.574074,0.425926,0.074074,1,turkey_tbl,1,finished
2025-10-12,Gaziantep,Goztepe,97,61,1,0.522911,0.477089,0.022911,1,turkey_tbl,1,finished
2025-10-12,Kocaeli BŞB Kağıtspor,Konya BBSK,65,75,0,0.387179,0.612821,0.112821,1,turkey_tbl,1,finished
2025-10-11,Fenerbahce 2,MKE Ankaragucu,67,73,0,0.743271,0.256729,0.243271,0,turkey_tbl,1,finished
2025-10-11,iLab Basketbol,Kipas Istiklal,88,92,0,0.21875,0.78125,0.28125,1,turkey_tbl,1,finished
2025-10-11,OGM Ormanspor,Final Spor,83,76,1,0.51752,0.48248,0.01752,1,turkey_tbl,1,finished
2025-10-10,Bordo Sportif,CO Basket,82,70,1,0.809365,0.190635,0.309365,1,turkey_tbl,1,finished
2025-10-06,Harem Spor,Kocaeli BŞB Kağıtspor,67,73,0,0.264583,0.735417,0.235417,1,turkey_tbl,1,finished
2025-10-05,Kipas Istiklal,Darussafaka,75,70,1,0.652812,0.347188,0.152812,1,turkey_tbl,1,finished
2025-10-05,Konya BBSK,Gaziantep,84,79,1,0.504065,0.495935,0.004065,1,turkey_tbl,1,finished
2025-10-05,MKE Ankaragucu,Bordo Sportif,78,86,0,0.123384,0.876616,0.376616,1,turkey_tbl,1,finished
2025-10-04,Cayirova,iLab Basketbol,103,76,1,0.858625,0.141375,0.358625,1,turkey_tbl,1,finished
2025-10-04,Final Spor,Fenerbahce 2,65,67,0,0.651961,0.348039,0.151961,0,turkey_tbl,1,finished
2025-10-04,Goztepe,OGM Ormanspor,77,74,1,0.793226,0.206774,0.293226,1,turkey_tbl,1,finished
2025-09-29,Fenerbahce 2,Goztepe,81,96,0,0.217311,0.782689,0.282689,1,turkey_tbl,1,finished
2025-09-28,Bordo Sportif,Final Spor,81,64,1,0.724731,0.275269,0.224731,1,turkey_tbl,1,finished
2025-09-28,Darussafaka,iLab Basketbol,77,62,1,0.568831,0.431169,0.068831,1,turkey_tbl,1,finished
2025-09-27,Ankara Kolejliler,Kipas Istiklal,75,79,0,0.582677,0.417323,0.082677,0,turkey_tbl,1,finished
2025-09-27,Gaziantep,Harem Spor,89,76,1,0.70068,0.29932,0.20068,1,turkey_tbl,1,finished
2025-09-27,Kocaeli BŞB Kağıtspor,Balikesir,96,81,1,0.518919,0.481081,0.018919,1,turkey_tbl,1,finished
2025-09-26,OGM Ormanspor,Konya BBSK,62,88,0,0.571053,0.428947,0.071053,0,turkey_tbl,1,finished
2025-09-21,Balikesir,Gaziantep,66,77,0,0.397933,0.602067,0.102067,1,turkey_tbl,1,finished
2025-09-21,Goztepe,Bordo Sportif,77,70,1,0.407792,0.592208,0.092208,0,turkey_tbl,1,finished
2025-09-21,Harem Spor,OGM Ormanspor,66,82,0,0.680751,0.319249,0.180751,0,turkey_tbl,1,finished
2025-09-21,Konya BBSK,Fenerbahce 2,77,71,1,0.811166,0.188834,0.311166,1,turkey_tbl,1,finished
2025-09-20,iLab Basketbol,Ankara Kolejliler,81,96,0,0.591623,0.408377,0.091623,0,turkey_tbl,1,finished
2025-09-20,Kipas Istiklal,Kocaeli BŞB Kağıtspor,95,72,1,0.651106,0.348894,0.151106,1,turkey_tbl,1,finished
2025-09-20,MKE Ankaragucu,CO Basket,58,59,0,0.188216,0.811784,0.311784,1,turkey_tbl,1,finished
2025-09-19,Cayirova,Darussafaka,89,58,1,0.892562,0.107438,0.392562,1,turkey_tbl,1,finished
2025-04-19,Balikesir,Konya BBSK,104,95,1,0.526882,0.473118,0.026882,1,turkey_tbl,1,finished
2025-04-19,Çağdaş Bodrum Spor,Trabzonspor,78,55,1,0.731405,0.268595,0.231405,1,turkey_tbl,1,finished
2025-04-19,Cayirova,Ankara Kolejliler,85,78,1,0.718954,0.281046,0.218954,1,turkey_tbl,1,finished
2025-04-19,CO Basket,Final Spor,87,104,0,0.712088,0.287912,0.212088,0,turkey_tbl,1,finished
2025-04-19,Esenler Erokspor,Istanbul Anka Spor,82,72,1,0.956275,0.043725,0.456275,1,turkey_tbl,1,finished
2025-04-19,Fenerbahce 2,MKE Ankaragucu,78,86,0,0.347188,0.652812,0.152812,1,turkey_tbl,1,finished
2025-04-19,Gaziantep,Bordo Sportif,71,72,0,0.752515,0.247485,0.252515,0,turkey_tbl,1,finished
2025-04-19,Kapakli Spor,Harem Spor,116,158,0,0.083333,0.916667,0.416667,1,turkey_tbl,1,finished
2025-04-19,OGM Ormanspor,iLab Basketbol,77,95,0,0.274678,0.725322,0.225322,1,turkey_tbl,1,finished
2025-04-13,Ankara Kolejliler,Esenler Erokspor,76,84,0,0.430079,0.569921,0.069921,1,turkey_tbl,1,finished
2025-04-13,Final Spor,Gaziantep,71,107,0,0.133085,0.866915,0.366915,1,turkey_tbl,1,finished
2025-04-13,Harem Spor,Istanbul Anka Spor,97,68,1,0.950956,0.049044,0.450956,1,turkey_tbl,1,finished
2025-04-13,iLab Basketbol,Cayirova,79,66,1,0.597403,0.402597,0.097403,1,turkey_tbl,1,finished
2025-04-13,Kapakli Spor,Çağdaş Bodrum Spor,72,125,0,0.100873,0.899127,0.399127,1,turkey_tbl,1,finished
2025-04-13,Konya BBSK,CO Basket,96,84,1,0.789744,0.210256,0.289744,1,turkey_tbl,1,finished
2025-04-13,MKE Ankaragucu,Balikesir,100,87,1,0.696347,0.303653,0.196347,1,turkey_tbl,1,finished
2025-04-13,Trabzonspor,Fenerbahce 2,74,62,1,0.903828,0.096172,0.403828,1,turkey_tbl,1,finished
2025-04-07,Çağdaş Bodrum Spor,Harem Spor,82,67,1,0.654501,0.345499,0.154501,1,turkey_tbl,1,finished
2025-04-06,Balikesir,Trabzonspor,85,97,0,0.29932,0.70068,0.20068,1,turkey_tbl,1,finished
2025-04-06,CO Basket,MKE Ankaragucu,81,92,0,0.283224,0.716776,0.216776,1,turkey_tbl,1,finished
2025-04-06,Gaziantep,Konya BBSK,89,82,1,0.653659,0.346341,0.153659,1,turkey_tbl,1,finished
2025-04-05,Cayirova,Bordo Sportif,87,61,1,0.803056,0.196944,0.303056,1,turkey_tbl,1,finished
2025-04-05,Istanbul Anka Spor,Ankara Kolejliler,58,99,0,0.106667,0.893333,0.393333,1,turkey_tbl,1,finished
2025-04-05,OGM Ormanspor,Final Spor,74,67,1,0.389744,0.610256,0.110256,0,turkey_tbl,1,finished
2025-04-04,Esenler Erokspor,iLab Basketbol,90,77,1,0.645084,0.354916,0.145084,1,turkey_tbl,1,finished
2025-04-02,Balikesir,CO Basket,87,84,1,0.84081,0.15919,0.34081,1,turkey_tbl,1,finished
2025-04-02,MKE Ankaragucu,Final Spor,90,85,1,0.771863,0.228137,0.271863,1,turkey_tbl,1,finished
2025-03-27,Bordo Sportif,Esenler Erokspor,74,84,0,0.553763,0.446237,0.053763,0,turkey_tbl,1,finished
2025-03-27,Çağdaş Bodrum Spor,Fenerbahce 2,68,58,1,0.66506,0.33494,0.16506,1,turkey_tbl,1,finished
2025-03-27,Kapakli Spor,Balikesir,79,108,0,0.196581,0.803419,0.303419,1,turkey_tbl,1,finished
2025-03-27,Trabzonspor,CO Basket,105,80,1,0.88041,0.11959,0.38041,1,turkey_tbl,1,finished
2025-03-26,Final Spor,Cayirova,85,72,1,0.430079,0.569921,0.069921,0,turkey_tbl,1,finished
2025-03-26,Harem Spor,Ankara Kolejliler,89,78,1,0.602067,0.397933,0.102067,1,turkey_tbl,1,finished
2025-03-26,iLab Basketbol,Istanbul Anka Spor,95,62,1,0.952629,0.047371,0.452629,1,turkey_tbl,1,finished
2025-03-26,Konya BBSK,OGM Ormanspor,101,70,1,0.736842,0.263158,0.236842,1,turkey_tbl,1,finished
2025-03-26,MKE Ankaragucu,Gaziantep,93,84,1,0.546917,0.453083,0.046917,1,turkey_tbl,1,finished
